detour_distance_km,detour_time_min,pickup_zone_risk,expected_extra_profit,fuel_cost_estimate,hour_of_day,is_raining,driver_historical_acceptance,target_accepted
6.85,20.66,0.29,73.73,13.7,23,0,0.65,1
12.98,47.27,0.43,107.88,25.97,18,0,0.78,0
8.71,12.33,0.5,89.17,17.41,6,0,0.59,1
2.78,2.89,0.28,51.51,5.56,21,0,0.61,1
10.51,10.6,0.63,97.19,21.03,1,0,0.48,1
7.94,12.96,0.36,96.19,15.89,15,0,0.56,1
9.93,16.53,0.4,92.6,19.87,15,1,0.7,1
13.4,18.26,0.01,150.3,26.8,22,0,0.71,1
6.89,10.33,0.16,96.9,13.77,3,0,0.81,1
13.57,18.7,0.39,144.68,27.13,16,0,0.66,1
11.38,12.57,0.66,152.43,22.77,13,0,0.85,1
7.58,9.37,0.07,89.86,15.17,7,0,0.86,1
9.25,14.85,0.3,129.33,18.49,8,0,0.61,1
5.22,8.75,0.29,72.55,10.44,7,0,0.14,1
14.76,20.23,0.44,161.27,29.52,17,0,0.75,1
10.18,17.2,0.51,130.0,20.35,6,1,0.69,1
1.14,1.91,0.31,25.77,2.27,12,1,0.52,1
5.24,19.97,0.28,55.61,10.47,0,0,0.93,1
9.54,25.06,0.47,82.12,19.08,20,0,0.63,1
1.32,2.14,0.06,27.61,2.63,7,0,0.54,1
0.85,0.98,0.58,29.79,1.69,8,0,1.0,1
7.03,15.3,0.29,61.57,14.05,18,0,0.65,1
5.32,8.29,0.35,56.42,10.65,23,0,0.7,1
6.86,13.48,0.23,70.36,13.71,14,0,0.76,1
4.31,13.11,0.19,60.39,8.62,2,0,0.5,1
2.89,2.98,0.13,49.96,5.78,23,0,0.59,1
10.49,11.78,0.65,116.88,20.99,20,0,0.67,1
7.96,25.78,0.23,101.54,15.92,22,0,0.93,1
3.4,4.31,0.66,46.59,6.8,10,0,0.56,1
5.13,10.05,0.2,81.46,10.27,13,0,0.85,1
9.08,9.12,0.21,76.22,18.16,11,0,0.77,1
1.55,3.25,0.43,32.07,3.09,21,0,0.68,1
2.64,6.15,0.17,48.56,5.28,4,0,0.59,1
1.56,2.31,0.4,30.51,3.12,1,0,0.54,1
12.28,14.01,0.03,145.93,24.56,22,0,1.0,1
11.41,28.93,0.28,106.14,22.82,6,1,0.87,1
11.42,14.61,0.16,91.32,22.85,4,0,0.66,1
10.89,36.77,0.07,105.17,21.77,2,0,0.68,1
10.21,10.87,0.22,127.1,20.41,9,0,0.61,1
7.42,23.86,0.56,62.89,14.83,10,0,0.48,1
9.81,10.49,0.08,104.52,19.63,7,0,0.61,1
1.06,1.71,0.28,30.76,2.11,5,0,0.63,1
9.51,16.23,0.16,117.59,19.02,11,0,0.92,1
11.78,12.02,0.18,111.02,23.56,12,0,0.71,1
7.76,7.81,0.18,84.1,15.51,1,1,0.61,1
5.68,7.71,0.24,82.51,11.37,22,0,0.96,1
4.52,13.1,0.12,49.21,9.05,20,0,0.59,1
9.82,15.6,0.2,137.34,19.64,15,0,0.66,1
10.55,16.3,0.05,103.68,21.09,23,0,0.89,1
13.13,20.65,0.42,110.96,26.26,21,0,0.54,1
5.46,8.07,0.11,47.42,10.93,12,0,0.59,1
11.66,44.17,0.21,88.51,23.32,8,0,0.61,0
8.64,11.03,0.35,108.95,17.28,12,0,0.75,1
13.3,16.96,0.78,146.95,26.6,14,0,0.45,1
8.15,24.22,0.07,74.84,16.31,7,0,0.67,1
8.01,11.81,0.1,111.98,16.01,22,0,0.53,1
8.88,13.13,0.77,116.34,17.76,16,0,0.66,1
11.37,14.92,0.18,98.25,22.73,9,0,0.78,1
14.49,46.13,0.05,125.92,28.98,8,1,0.53,0
1.57,2.18,0.31,29.86,3.13,23,0,0.51,1
1.27,2.77,0.24,32.11,2.55,16,0,0.62,1
14.09,22.36,0.27,159.65,28.19,16,1,0.62,1
8.18,9.86,0.23,83.59,16.37,18,0,0.81,1
9.42,12.08,0.24,115.67,18.83,18,0,0.41,1
7.5,22.1,0.6,109.5,14.99,1,0,0.67,1
1.86,2.68,0.2,37.25,3.72,10,0,0.55,1
11.64,11.91,0.07,131.08,23.27,7,0,0.5,1
11.33,30.84,0.43,106.34,22.67,20,0,0.53,1
5.02,5.64,0.08,45.47,10.04,16,0,0.57,1
4.94,6.36,0.18,77.69,9.88,0,0,0.51,1
12.65,15.23,0.4,151.63,25.3,17,0,0.55,1
1.55,3.36,0.33,35.29,3.1,6,0,0.66,1
13.28,28.49,0.09,89.15,26.55,8,0,0.53,1
4.22,4.54,0.11,63.54,8.44,8,0,0.69,1
9.1,17.5,0.26,108.17,18.2,9,0,0.76,1
14.07,47.34,0.4,146.4,28.14,15,0,0.73,0
10.33,14.75,0.55,116.77,20.67,10,0,0.63,1
6.51,18.94,0.24,94.39,13.02,5,0,0.72,1
10.5,12.39,0.47,72.98,21.0,11,1,0.46,1
5.49,7.5,0.5,53.47,10.98,20,0,0.49,1
4.52,4.99,0.38,70.91,9.04,9,0,0.74,1
14.95,17.83,0.07,95.62,29.9,15,0,0.64,1
11.39,34.08,0.18,148.96,22.77,23,0,0.65,1
9.85,18.38,0.2,71.28,19.7,21,0,0.62,1
5.65,6.8,0.48,79.09,11.3,23,0,0.81,1
1.21,2.15,0.26,33.63,2.43,13,0,0.92,1
0.95,0.97,0.56,28.83,1.9,16,0,0.6,1
8.54,10.65,0.47,101.0,17.07,19,0,0.69,1
11.55,44.15,0.44,81.84,23.1,4,0,0.8,0
8.29,9.11,0.3,73.7,16.58,3,0,0.78,1
12.69,38.98,0.2,163.37,25.38,21,1,0.56,1
0.98,2.77,0.27,30.6,1.97,12,1,0.42,1
5.82,7.26,0.45,51.51,11.64,6,0,0.97,1
3.94,4.38,0.37,62.1,7.88,10,0,0.53,1
6.99,10.71,0.16,75.63,13.97,10,0,0.95,1
1.55,3.32,0.06,33.83,3.1,23,0,1.0,1
14.33,27.92,0.28,102.55,28.67,23,0,0.78,1
3.74,7.37,0.28,49.11,7.47,20,0,0.82,1
13.87,28.03,0.35,131.6,27.75,23,0,0.66,1
6.68,15.45,0.31,84.66,13.35,11,0,0.71,1
14.79,20.93,0.33,162.03,29.58,2,0,0.56,1
8.53,9.22,0.49,95.46,17.07,11,0,0.89,1
14.0,29.14,0.47,93.07,27.99,2,0,1.0,1
0.58,1.48,0.32,23.54,1.16,0,0,0.89,1
11.35,12.91,0.42,89.48,22.7,9,0,0.65,1
13.59,16.86,0.22,172.45,27.19,0,0,0.53,1
2.53,2.66,0.32,48.57,5.05,0,0,0.99,1
1.89,5.06,0.46,40.16,3.79,10,0,0.52,1
6.66,18.58,0.34,61.43,13.31,15,0,0.74,1
14.04,21.4,0.03,172.75,28.08,2,0,0.83,1
8.36,11.77,0.25,72.81,16.73,23,0,0.87,1
8.15,13.35,0.74,92.37,16.3,2,0,0.89,1
2.55,3.64,0.05,45.81,5.09,7,1,0.66,1
0.51,1.33,0.34,22.74,1.02,12,0,0.62,1
12.25,20.09,0.3,132.5,24.49,15,0,0.52,1
1.77,2.38,0.39,31.96,3.54,14,0,0.38,1
9.69,16.87,0.51,102.23,19.38,9,1,0.71,1
13.76,18.12,0.14,125.79,27.52,16,0,0.88,1
3.53,5.99,0.38,54.57,7.05,2,1,0.6,1
10.15,20.28,0.12,105.48,20.29,13,1,0.75,1
1.64,3.44,0.36,31.67,3.28,0,0,0.78,1
9.25,16.58,0.21,125.25,18.51,8,0,0.63,1
2.88,10.76,0.07,53.7,5.75,18,0,0.8,1
11.17,14.87,0.32,138.57,22.34,9,0,1.0,1
4.87,5.51,0.39,64.13,9.74,20,0,0.69,1
7.22,13.99,0.31,100.79,14.44,10,0,0.75,1
9.19,32.31,0.08,104.67,18.38,13,0,0.72,1
2.98,3.01,0.15,38.03,5.97,15,0,0.43,1
11.25,25.13,0.62,77.64,22.51,6,0,0.38,1
4.89,14.17,0.17,69.28,9.78,8,0,0.72,1
10.1,19.16,0.08,123.75,20.21,12,0,0.69,1
2.8,3.48,0.2,52.09,5.59,6,1,0.59,1
10.48,22.27,0.25,132.84,20.96,0,0,0.71,1
2.36,3.46,0.34,42.35,4.72,22,1,0.81,1
6.67,11.87,0.41,62.22,13.34,6,0,0.51,1
4.08,12.07,0.19,57.41,8.17,1,0,0.6,1
11.35,22.81,0.24,111.3,22.7,22,0,0.28,1
4.3,5.42,0.32,48.48,8.6,1,0,0.8,1
13.28,18.74,0.38,160.74,26.57,0,0,0.86,1
13.43,39.52,0.35,101.22,26.86,8,1,0.74,0
3.35,8.99,0.29,51.52,6.7,9,0,0.46,1
9.4,12.87,0.45,107.19,18.8,9,0,0.85,1
1.77,2.06,0.33,32.63,3.54,4,0,0.77,1
6.18,12.06,0.38,69.45,12.35,6,0,0.6,1
10.84,15.57,0.13,83.06,21.69,9,0,0.82,1
10.06,26.62,0.17,72.11,20.12,21,0,0.77,1
9.56,19.77,0.53,68.66,19.12,23,0,0.57,1
4.6,17.33,0.35,48.59,9.19,2,0,0.51,1
5.98,7.24,0.63,86.21,11.96,11,0,0.6,1
1.99,3.62,0.25,37.25,3.99,19,0,0.71,1
10.93,12.67,0.12,83.59,21.85,15,0,0.83,1
7.81,9.99,0.67,108.51,15.61,17,0,0.6,1
10.78,12.37,0.4,116.8,21.55,15,0,0.61,1
4.11,8.85,0.49,41.35,8.22,20,0,0.56,1
5.2,13.38,0.15,73.81,10.41,9,0,0.84,1
5.35,5.46,0.49,64.45,10.69,0,0,0.82,1
0.87,1.11,0.21,27.62,1.75,15,0,0.63,1
5.45,6.22,0.53,70.6,10.89,4,0,0.5,1
12.15,46.75,0.09,88.77,24.3,23,1,0.71,0
13.51,26.19,0.22,177.19,27.02,11,0,0.46,1
8.01,9.93,0.5,74.4,16.03,15,0,0.51,1
7.1,23.03,0.39,86.45,14.21,21,0,0.83,1
0.95,1.4,0.04,30.41,1.89,13,0,1.0,1
13.25,23.17,0.22,117.02,26.5,9,0,0.37,1
0.69,2.62,0.39,26.47,1.38,15,0,0.77,1
14.2,33.25,0.46,189.28,28.4,14,0,0.3,1
7.59,16.38,0.15,103.25,15.19,21,0,0.67,1
5.46,16.35,0.09,77.06,10.92,10,0,0.6,1
13.9,19.21,0.12,132.25,27.8,5,0,0.77,1
0.85,1.98,0.09,26.96,1.71,18,1,0.76,1
8.93,19.49,0.52,95.01,17.86,14,0,0.82,1
8.46,9.16,0.2,103.18,16.92,12,0,0.5,1
3.68,6.13,0.33,42.12,7.36,18,0,0.76,1
6.72,12.35,0.26,94.09,13.44,0,0,0.73,1
9.96,12.56,0.18,71.05,19.92,9,0,0.68,1
11.04,11.85,0.16,88.36,22.09,23,0,0.84,1
0.51,1.9,0.47,24.27,1.02,10,0,0.91,1
14.08,24.03,0.19,115.28,28.17,11,1,0.73,1
2.89,4.08,0.31,41.81,5.77,13,0,0.45,1
3.89,7.95,0.21,48.48,7.77,15,1,0.87,1
4.32,5.21,0.31,49.74,8.64,6,0,0.67,1
1.05,1.07,0.52,28.03,2.1,20,0,0.78,1
2.28,2.39,0.2,39.5,4.57,3,1,0.69,1
14.8,32.93,0.15,143.37,29.6,15,0,0.46,1
5.07,12.08,0.23,74.17,10.14,18,0,0.59,1
2.17,2.24,0.24,35.54,4.34,2,0,0.83,1
2.05,3.45,0.27,34.3,4.1,8,1,0.53,1
10.93,26.91,0.02,113.26,21.86,16,0,0.66,1
12.89,16.52,0.04,88.78,25.78,3,0,0.86,1
4.23,9.12,0.22,44.44,8.45,8,0,0.83,1
0.8,1.78,0.19,28.53,1.61,13,1,0.96,1
3.73,4.11,0.47,51.58,7.47,11,0,0.7,1
1.32,3.55,0.35,27.21,2.64,18,0,0.79,1
2.0,6.7,0.19,36.16,4.0,20,0,0.73,1
6.76,14.95,0.28,72.62,13.51,10,0,0.43,1
3.83,5.44,0.44,45.77,7.67,3,0,0.86,1
7.98,23.32,0.23,80.69,15.96,12,0,0.69,1
4.18,6.92,0.7,46.38,8.35,13,0,0.71,1
14.14,19.62,0.4,135.13,28.28,9,0,0.78,1
13.64,15.38,0.49,127.18,27.27,15,0,0.7,1
8.72,20.64,0.34,100.67,17.44,19,0,0.47,1
5.64,6.53,0.09,85.38,11.28,19,0,0.47,1
6.03,14.14,0.15,57.96,12.05,5,1,0.67,1
6.47,8.54,0.33,71.27,12.94,11,1,0.62,1
11.05,19.28,0.08,118.74,22.1,15,1,0.65,1
7.05,20.98,0.15,82.23,14.1,7,1,0.54,1
12.92,16.45,0.25,144.44,25.85,2,0,0.58,1
14.19,34.33,0.18,117.56,28.38,14,0,0.56,0
5.37,14.04,0.2,70.71,10.74,17,0,0.61,1
8.63,16.64,0.63,75.3,17.26,7,0,0.66,1
1.88,2.54,0.16,31.04,3.76,8,0,0.83,1
3.41,8.01,0.41,56.87,6.81,22,0,0.86,1
6.5,16.75,0.48,74.02,12.99,19,0,0.9,1
3.49,13.55,0.23,47.16,6.98,22,0,0.68,1
13.21,21.88,0.38,171.91,26.42,11,0,0.61,1
2.8,4.89,0.16,47.86,5.59,14,0,0.49,1
7.11,16.71,0.56,89.22,14.21,11,0,0.75,1
9.28,31.98,0.41,79.04,18.57,14,0,0.68,1
10.53,18.41,0.22,88.09,21.06,17,1,0.71,1
6.05,7.2,0.02,70.75,12.11,2,0,0.73,1
13.1,16.66,0.39,145.33,26.2,17,0,0.87,1
8.74,9.76,0.12,87.89,17.48,7,0,0.77,1
6.87,26.72,0.22,57.45,13.75,17,0,0.75,1
1.47,1.51,0.39,34.43,2.95,9,0,0.57,1
7.24,14.3,0.23,95.39,14.48,6,0,0.93,1
12.4,12.49,0.38,163.97,24.8,1,0,0.69,1
9.41,21.41,0.26,93.98,18.82,17,0,0.68,1
12.57,20.82,0.2,105.53,25.13,9,0,0.77,1
7.66,14.87,0.04,107.98,15.33,18,0,0.58,1
2.22,4.29,0.45,42.19,4.44,2,0,0.8,1
0.7,0.79,0.33,23.8,1.4,5,0,0.94,1
4.9,6.05,0.59,64.36,9.79,9,0,0.61,1
10.62,10.68,0.05,75.23,21.24,19,0,0.71,1
11.96,16.84,0.13,98.76,23.92,9,0,0.63,1
4.79,8.01,0.26,46.32,9.58,12,0,0.75,1
7.69,24.21,0.2,69.46,15.37,20,0,0.79,1
6.61,6.62,0.19,75.69,13.21,23,0,0.77,1
6.45,9.72,0.12,65.76,12.91,9,0,0.82,1
3.85,4.97,0.29,41.65,7.71,18,0,0.49,1
2.48,4.46,0.35,40.75,4.95,13,0,0.8,1
3.35,5.07,0.22,53.38,6.7,10,0,0.72,1
1.3,1.36,0.53,27.0,2.6,19,0,1.0,1
3.37,9.0,0.39,57.7,6.75,15,0,0.67,1
0.63,1.35,0.17,26.06,1.27,2,0,0.97,1
9.6,26.36,0.18,102.87,19.19,12,0,0.87,1
5.09,6.03,0.19,59.55,10.17,13,0,0.85,1
14.61,49.27,0.33,133.28,29.22,8,0,0.71,0
3.31,10.63,0.25,44.32,6.62,3,0,0.94,1
5.51,11.64,0.25,52.04,11.03,21,0,0.56,1
5.69,8.95,0.4,51.6,11.38,13,1,0.8,1
0.62,1.12,0.55,24.46,1.25,10,0,0.99,1
12.67,44.67,0.55,142.5,25.34,11,0,0.65,0
0.96,1.0,0.22,26.77,1.93,22,0,0.78,1
14.13,14.65,0.35,171.02,28.27,16,0,0.56,1
13.44,29.24,0.41,122.94,26.87,15,0,0.99,1
8.27,10.35,0.19,97.84,16.53,0,0,0.65,1
8.38,12.26,0.43,87.25,16.76,15,0,0.69,1
9.98,23.31,0.33,104.68,19.96,17,0,0.61,1
6.11,13.69,0.36,61.26,12.22,10,0,0.64,1
9.88,15.99,0.48,104.98,19.77,1,0,0.66,1
1.15,2.04,0.53,26.64,2.3,15,0,0.77,1
1.28,2.74,0.25,29.89,2.57,15,0,0.67,1
7.13,8.33,0.34,78.02,14.26,3,0,0.37,1
8.47,13.86,0.41,104.09,16.94,0,0,0.78,1
13.37,18.04,0.28,124.33,26.75,10,0,0.97,1
2.02,5.15,0.1,39.49,4.04,6,0,0.48,1
12.43,19.12,0.22,97.33,24.86,5,0,0.76,1
3.55,7.26,0.12,38.35,7.09,5,1,1.0,1
6.21,9.64,0.15,73.08,12.43,19,0,0.65,1
5.09,6.09,0.24,62.34,10.18,23,0,0.7,1
6.3,7.62,0.36,81.06,12.6,17,0,0.61,1
2.68,5.2,0.27,39.3,5.36,7,0,0.88,1
7.8,10.12,0.3,60.64,15.6,5,0,0.84,1
12.12,12.68,0.34,142.03,24.25,7,0,0.57,1
6.9,9.6,0.13,100.03,13.8,2,0,0.74,1
7.61,21.07,0.56,79.08,15.23,3,0,0.59,1
12.81,16.86,0.13,138.82,25.61,5,1,0.6,1
10.74,32.67,0.05,114.63,21.48,16,1,0.59,0
7.61,8.42,0.52,88.22,15.22,0,0,0.63,1
4.24,6.65,0.19,66.91,8.47,14,0,0.6,1
13.33,24.74,0.26,155.37,26.66,14,0,0.71,1
8.87,30.29,0.28,112.11,17.73,11,0,0.94,1
3.71,6.92,0.15,40.87,7.41,23,0,0.6,1
4.4,4.75,0.17,46.53,8.8,5,0,0.58,1
12.15,45.7,0.16,137.12,24.29,19,1,0.77,0
1.14,1.88,0.38,30.01,2.28,4,0,0.62,1
14.89,15.7,0.07,175.1,29.77,6,0,0.57,1
2.39,4.38,0.19,33.51,4.78,7,0,0.73,1
12.04,21.09,0.17,127.97,24.09,9,0,0.69,1
6.22,9.1,0.31,72.3,12.45,6,0,0.64,1
7.64,12.79,0.18,103.88,15.27,6,1,0.84,1
13.27,35.25,0.44,103.73,26.54,22,0,0.64,0
6.49,24.58,0.08,68.27,12.97,13,0,0.87,1
8.29,11.72,0.01,70.2,16.59,3,0,0.75,1
1.21,1.29,0.3,29.92,2.43,20,0,0.48,1
0.53,1.62,0.25,25.97,1.07,9,0,0.76,1
4.05,9.92,0.3,59.25,8.1,12,0,0.63,1
10.37,19.65,0.26,125.86,20.74,6,1,0.51,1
2.26,2.64,0.01,32.77,4.52,2,0,0.7,1
2.15,4.76,0.27,37.55,4.3,4,0,0.63,1
6.46,7.09,0.37,90.21,12.92,22,0,1.0,1
9.89,33.97,0.28,127.47,19.79,17,1,0.64,1
10.83,11.33,0.33,148.99,21.65,6,0,0.73,1
3.09,4.6,0.25,46.81,6.18,5,0,0.57,1
1.65,2.22,0.08,28.29,3.31,7,0,0.68,1
14.14,26.89,0.43,179.64,28.27,6,0,0.78,1
4.28,5.12,0.4,70.04,8.56,19,0,1.0,1
12.87,34.34,0.04,167.97,25.75,20,0,0.74,1
13.02,45.42,0.54,155.46,26.04,10,0,0.47,0
11.7,21.41,0.13,95.87,23.4,9,0,0.93,1
2.95,3.31,0.4,37.61,5.9,5,1,0.84,1
12.42,15.21,0.17,143.0,24.83,17,1,0.28,1
11.65,18.27,0.36,89.73,23.31,5,0,0.47,1
9.15,13.48,0.56,126.84,18.3,9,0,0.63,1
5.39,15.51,0.48,63.77,10.78,8,1,0.56,1
4.31,4.89,0.06,42.46,8.61,7,0,0.69,1
2.27,2.7,0.28,33.73,4.53,11,1,0.62,1
7.89,10.63,0.39,75.5,15.78,20,0,0.84,1
8.99,14.99,0.34,109.2,17.97,20,0,0.86,1
5.71,5.87,0.4,78.02,11.42,9,0,0.52,1
7.39,8.13,0.11,67.99,14.79,11,0,1.0,1
5.77,7.87,0.55,75.05,11.54,17,0,0.92,1
9.79,18.52,0.29,71.16,19.59,18,0,0.27,1
13.57,19.02,0.23,97.61,27.14,13,0,0.56,1
2.88,4.22,0.33,45.16,5.75,12,0,0.53,1
6.03,11.05,0.05,79.86,12.06,6,0,0.55,1
2.54,5.3,0.2,48.99,5.09,7,0,0.32,1
9.56,17.22,0.12,97.11,19.12,14,0,0.73,1
11.07,16.27,0.31,84.64,22.14,8,0,0.58,1
14.01,24.54,0.53,181.19,28.03,2,0,0.78,1
4.54,10.15,0.31,56.63,9.09,4,0,1.0,1
14.28,17.4,0.31,141.11,28.56,3,0,0.95,1
1.42,2.19,0.4,35.56,2.83,19,0,0.6,1
9.24,30.73,0.02,104.12,18.49,20,0,0.69,1
1.33,2.52,0.09,29.45,2.66,20,0,0.8,1
13.46,14.73,0.72,138.25,26.92,19,0,0.98,1
8.18,10.02,0.18,96.7,16.36,5,0,0.71,1
10.21,20.72,0.28,134.59,20.41,22,1,0.53,1
12.56,13.17,0.21,103.43,25.12,7,0,0.8,1
2.68,8.72,0.58,43.89,5.36,2,0,0.51,1
1.06,1.09,0.57,32.13,2.12,3,1,0.51,1
13.24,30.5,0.33,90.43,26.49,16,0,0.85,1
5.07,19.73,0.31,52.23,10.13,16,0,0.89,1
2.37,4.12,0.19,37.6,4.74,4,0,0.95,1
7.29,14.05,0.22,91.1,14.59,16,0,0.93,1
9.18,14.02,0.35,119.95,18.35,11,0,0.8,1
0.95,1.12,0.17,26.07,1.9,2,0,0.63,1
4.49,5.09,0.31,50.18,8.97,20,0,0.49,1
0.98,1.77,0.11,30.5,1.95,1,0,0.68,1
6.59,11.52,0.47,59.82,13.19,22,1,0.66,1
13.48,37.32,0.31,112.04,26.96,10,1,0.67,0
14.75,51.63,0.37,169.39,29.5,5,0,0.69,0
9.74,13.32,0.55,80.01,19.47,16,0,0.64,1
2.84,9.53,0.12,50.7,5.69,18,0,0.75,1
13.63,17.04,0.2,134.99,27.27,12,0,0.54,1
7.99,12.2,0.15,84.95,15.97,20,0,0.77,1
2.73,6.84,0.51,36.23,5.46,4,0,0.5,1
13.87,21.18,0.23,155.29,27.73,4,0,0.75,1
11.48,29.65,0.2,148.48,22.97,18,0,0.64,1
11.11,19.19,0.47,129.37,22.22,14,0,0.76,1
10.78,12.69,0.32,97.83,21.57,3,0,0.94,1
3.4,5.71,0.38,53.68,6.81,5,0,0.38,1
3.56,9.85,0.08,50.5,7.12,2,0,0.66,1
10.48,13.22,0.41,135.03,20.96,23,1,0.75,1
3.69,9.45,0.48,50.29,7.37,10,1,0.65,1
6.86,8.53,0.29,65.7,13.72,18,0,0.71,1
11.84,19.42,0.24,87.59,23.68,3,1,0.72,1
11.87,20.1,0.51,102.69,23.73,21,0,0.93,1
7.07,7.96,0.61,83.26,14.14,6,0,0.47,1
11.99,15.34,0.31,94.2,23.97,2,0,0.43,1
12.66,46.09,0.31,86.82,25.32,4,0,0.74,0
9.99,21.17,0.15,101.37,19.99,15,0,0.9,1
3.81,4.22,0.42,48.33,7.62,20,0,0.88,1
4.47,16.96,0.23,55.53,8.95,18,0,0.63,1
5.07,7.69,0.38,61.43,10.13,17,1,0.52,1
2.19,2.76,0.24,42.73,4.39,2,1,0.76,1
4.46,6.23,0.38,72.31,8.92,4,1,0.79,1
3.54,4.31,0.45,44.19,7.08,6,0,0.49,1
7.1,8.94,0.1,102.36,14.2,6,0,0.59,1
13.67,17.78,0.19,110.22,27.34,2,1,0.75,1
2.01,2.33,0.12,40.72,4.03,8,0,0.7,1
10.94,14.9,0.54,126.92,21.89,7,0,0.89,1
10.47,18.97,0.27,76.15,20.93,20,0,0.74,1
1.89,3.13,0.15,39.02,3.78,17,1,0.5,1
13.88,17.62,0.32,176.92,27.75,9,0,0.75,1
8.74,9.64,0.29,120.64,17.49,19,0,0.48,1
5.77,12.71,0.61,76.56,11.55,7,0,0.77,1
11.47,22.64,0.42,140.5,22.94,7,0,0.65,1
4.23,4.46,0.31,43.28,8.46,16,0,1.0,1
10.56,15.44,0.08,84.69,21.11,16,0,0.76,1
1.08,2.8,0.39,27.36,2.15,3,0,0.88,1
12.67,16.95,0.12,130.49,25.34,5,0,0.67,1
7.0,7.05,0.32,73.91,14.0,18,0,0.63,1
9.73,11.22,0.3,113.43,19.46,0,0,0.78,1
3.71,4.58,0.47,50.11,7.42,3,1,0.61,1
10.32,25.41,0.29,127.56,20.64,10,0,0.74,1
11.7,12.9,0.37,136.92,23.39,5,0,0.58,1
7.36,11.42,0.45,95.32,14.72,11,0,0.97,1
9.46,10.31,0.51,122.15,18.91,4,0,0.71,1
7.12,14.31,0.06,97.14,14.23,13,0,0.59,1
13.46,45.41,0.31,160.79,26.93,16,0,0.63,0
7.72,12.72,0.83,62.16,15.44,3,0,0.85,1
12.71,28.09,0.37,138.96,25.41,14,0,0.73,1
12.12,15.41,0.18,82.28,24.24,5,0,0.57,1
6.45,6.67,0.39,85.85,12.9,12,0,0.89,1
3.84,4.99,0.16,40.82,7.67,11,1,0.71,1
6.39,6.98,0.49,95.91,12.78,9,0,0.74,1
12.48,21.16,0.21,136.05,24.96,5,0,0.58,1
3.8,4.59,0.21,43.85,7.6,21,0,0.65,1
8.1,9.19,0.32,87.09,16.21,8,0,0.68,1
12.19,15.56,0.44,151.47,24.38,15,0,0.56,1
5.63,8.92,0.3,55.22,11.25,7,0,0.34,1
9.81,13.64,0.52,105.93,19.62,6,0,0.91,1
4.06,5.24,0.14,40.41,8.12,13,1,0.49,1
2.08,4.74,0.53,41.93,4.17,3,1,0.58,1
12.02,14.02,0.09,96.47,24.04,2,0,0.61,1
1.94,2.01,0.21,34.92,3.87,2,0,0.96,1
4.44,7.4,0.05,58.64,8.87,18,0,0.65,1
12.9,16.63,0.54,97.58,25.8,9,1,0.75,1
5.52,6.88,0.18,83.45,11.05,13,1,0.81,1
14.61,19.57,0.58,140.99,29.22,20,0,0.91,1
14.71,22.27,0.53,117.39,29.41,5,1,0.6,1
4.39,4.82,0.41,64.54,8.78,11,0,0.79,1
1.09,1.86,0.12,32.32,2.19,11,0,0.59,1
10.72,36.25,0.09,142.13,21.45,3,0,0.44,1
7.04,7.97,0.18,76.44,14.08,9,0,0.68,1
1.96,2.6,0.19,34.74,3.92,11,0,0.59,1
10.76,12.13,0.42,143.78,21.52,16,0,0.96,1
0.95,2.69,0.63,25.11,1.9,22,0,0.93,1
13.12,48.04,0.05,154.51,26.24,6,1,0.87,0
2.51,2.64,0.08,35.67,5.02,9,0,0.72,1
2.35,6.5,0.61,39.37,4.69,0,0,0.7,1
3.05,3.55,0.31,55.58,6.09,18,0,0.75,1
14.42,16.63,0.56,150.8,28.85,21,0,0.7,1
10.55,13.5,0.23,111.41,21.1,19,0,0.61,1
12.12,34.78,0.1,85.84,24.24,4,0,0.62,1
6.27,8.35,0.18,63.49,12.53,5,0,0.81,1
5.38,5.86,0.03,47.0,10.75,0,0,1.0,1
3.9,6.85,0.19,63.39,7.8,21,0,0.72,1
7.47,13.33,0.59,91.06,14.94,14,0,0.7,1
8.5,14.6,0.28,69.53,17.0,1,0,0.6,1
9.66,30.99,0.36,92.88,19.32,22,0,0.44,1
4.23,4.6,0.26,65.16,8.46,17,0,0.8,1
14.26,15.81,0.09,105.28,28.51,12,0,0.56,1
2.96,2.97,0.55,39.58,5.92,1,1,0.43,1
14.5,21.05,0.53,147.47,29.0,7,0,0.93,1
0.72,0.88,0.34,24.3,1.43,23,0,0.86,1
7.48,18.6,0.13,77.41,14.95,4,0,0.45,1
5.33,7.11,0.17,83.34,10.67,21,0,1.0,1
7.01,9.51,0.3,81.76,14.02,22,1,0.47,1
8.77,9.48,0.65,106.96,17.55,14,1,0.47,1
6.82,7.81,0.24,85.73,13.63,12,1,0.42,1
6.52,6.83,0.13,62.23,13.03,22,0,0.63,1
11.12,12.34,0.75,141.51,22.25,20,0,0.89,1
10.45,11.59,0.1,81.15,20.89,16,0,0.45,1
12.58,42.25,0.27,164.08,25.16,3,0,0.6,1
4.12,4.66,0.19,46.86,8.25,6,0,0.75,1
9.34,13.23,0.15,129.1,18.68,1,0,0.62,1
8.99,16.78,0.26,115.12,17.97,8,0,0.7,1
5.86,20.05,0.19,56.32,11.72,1,1,0.84,1
7.55,9.95,0.36,66.21,15.1,16,0,0.61,1
5.05,10.18,0.1,48.24,10.1,20,0,0.55,1
2.56,4.26,0.22,37.21,5.11,17,0,0.76,1
3.6,4.73,0.51,54.61,7.2,5,0,0.7,1
